id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn01977_c0	=	Cytosol_0	ASD46_RS05100	alpha-D-Glucose 6-phosphate ketol-isomerase_c0		0.0		(1)  cpd00079[c0] <=> (1)  cpd00863[c0]	(1)  D-glucose-6-phosphate_c0[c0] <=> (1)  beta-D-Glucose 6-phosphate_c0[c0]	rxn01977		R02739	Glycolysis / Gluconeogenesis|Pentose phosphate pathway	Antibiotic-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|GLUCOSE1PMETAB-PWY|GLYCOGEN-BIOSYN|POLYSACCHARIDES-DEG|Polymer-Degradation|Polysaccharides-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUCROSE-DEG|SUCSYN-PWY|SUGAR-NUCLEOTIDES|Starch-Degradation|Sugars-And-Polysaccharides|Trehalose-Degradation
rxn01073_c0	>	Cytosol_0	(ASD46_RS00395 or ASD46_RS12940 or ASD46_RS21230)	sn-Glycero-3-phosphoethanolamine glycerophosphohydrolase_c0		-14.34		(1)  cpd00001[c0] + (1)  cpd00908[c0] => (1)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd00162[c0]	(1)  H2O_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] => (1)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] + (1)  Aminoethanol_c0[c0]	rxn01073	GPDDA2	R01470	Glycerophospholipid metabolism	
rxn02405_c0	>	Cytosol_0	ASD46_RS06570	CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase_c0	2.7.7.38	-15.61		(1)  cpd00052[c0] + (1)  cpd00875[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd02546[c0]	(1)  CTP_c0[c0] + (1)  KDO_c0[c0] => (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  CMP-KDO_c0[c0]	rxn02405	DMOCT	R03351	Lipopolysaccharide biosynthesis	Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES
rxn00011_c0	<	Cytosol_0	((ASD46_RS18220 and ASD46_RS18215) or (ASD46_RS00270 and ASD46_RS00275))	pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating)_c0		-6.87		(1)  cpd00011[c0] + (1)  cpd03049[c0] <= (1)  cpd00020[c0] + (1)  cpd00056[c0] + (1)  cpd00067[c0]	(1)  CO2_c0[c0] + (1)  2-Hydroxyethyl-ThPP_c0[c0] <= (1)  Pyruvate_c0[c0] + (1)  TPP_c0[c0] + (1)  H+_c0[c0]	rxn00011		R00014	Glycolysis / Gluconeogenesis|Citrate cycle (TCA cycle)|Valine, leucine and isoleucine biosynthesis|Pyruvate metabolism|Butanoate metabolism	
rxn07430_c0	>	Cytosol_0	(ASD46_RS12565 and ASD46_RS12560)	R07599_c0		-6.87		(1)  cpd00056[c0] + (1)  cpd00067[c0] + (1)  cpd00123[c0] => (1)  cpd00011[c0] + (1)  cpd14700[c0]	(1)  TPP_c0[c0] + (1)  H+_c0[c0] + (1)  3-Methyl-2-oxobutanoate_c0[c0] => (1)  CO2_c0[c0] + (1)  2-Methyl-1-hydroxypropyl-TPP_c0[c0]	rxn07430		R07599	Valine, leucine and isoleucine degradation	
rxn01986_c0	=	Cytosol_0	ASD46_RS06395	2-deoxy-D-ribose 1-phosphate 1,5-phosphomutase_c0		0.0		(1)  cpd00509[c0] <=> (1)  cpd00510[c0]	(1)  deoxyribose-1-phosphate_c0[c0] <=> (1)  deoxyribose-5-phosphate_c0[c0]	rxn01986	PPM2	R02749	Pentose phosphate pathway	
rxn02200_c0	=	Cytosol_0	ASD46_RS00500	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase_c0		-18.92		(1)  cpd00443[c0] + (1)  cpd00954[c0] <=> (1)  cpd00001[c0] + (1)  cpd00683[c0]	(1)  ABEE_c0[c0] + (1)  6-hydroxymethyl dihydropterin_c0[c0] <=> (1)  H2O_c0[c0] + (1)  Dihydropteroate_c0[c0]	rxn02200	DHPS	R03066	Folate biosynthesis	
rxn00602_c0	=	Cytosol_0	ASD46_RS13045	(R)-Methylmalonyl-CoA CoA-carbonylmutase_c0		1.81		(1)  cpd00891[c0] <=> (1)  cpd00078[c0]	(1)  L-methylmalonyl-CoA_c0[c0] <=> (1)  Succinyl-CoA_c0[c0]	rxn00602	MMM	R00833	Valine, leucine and isoleucine degradation|Glyoxylate and dicarboxylate metabolism|Propanoate metabolism|Carbon fixation pathways in prokaryotes	2-Oxobutanoate-Degradation|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|C1-COMPOUNDS|CARBOXYLATES-DEG|CO2-Fixation|Degradation|Energy-Metabolism|Fermentation|GLUTAMATE-DEG|METHIONINE-DEG|P108-PWY|PROPIONMET-PWY|PWY0-43|Propionate-Degradation|Pyruvate-Degradation|SUCC-DEG
rxn01069_c0	>	Cytosol_0	ASD46_RS03435	O-phospho-L-homoserine phosphate-lyase (adding water;L-threonine-forming)_c0	4.2.99.2	5.4		(1)  cpd00001[c0] + (1)  cpd00809[c0] => (1)  cpd00009[c0] + (1)  cpd00161[c0]	(1)  H2O_c0[c0] + (1)  O-Phospho-L-homoserine_c0[c0] => (1)  Phosphate_c0[c0] + (1)  L-Threonine_c0[c0]	rxn01069	THR4_1	R01466	Glycine, serine and threonine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSER-THRESYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn05528_c0	>	Cytosol_0	(ASD46_RS01540 or ASD46_RS18825 or ASD46_RS03170)	Copper-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00058[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00058[e0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Cu2+_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  Cu2+_e0[e0] + (1)  H+_c0[c0]	rxn05528	Cut1			
rxn00791_c0	<	Cytosol_0	ASD46_RS19525	N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase_c0		20.0		(1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd02642[c0] <= (1)  cpd00093[c0] + (1)  cpd00103[c0]	(1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  N-5-phosphoribosyl-anthranilate_c0[c0] <= (1)  Anthranilate_c0[c0] + (1)  PRPP_c0[c0]	rxn00791	ANPRT	R01073	Phenylalanine, tyrosine and tryptophan biosynthesis	ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|TRPSYN-PWY|TRYPTOPHAN-BIOSYNTHESIS
rxn00702_c0	=	Cytosol_0	ASD46_RS22700	CTP:alpha-D-glucose-1-phosphate cytidylyltransferase_c0		1.07		(1)  cpd00052[c0] + (1)  cpd00089[c0] <=> (1)  cpd00012[c0] + (1)  cpd00390[c0]	(1)  CTP_c0[c0] + (1)  Glucose-1-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  CDP-glucose_c0[c0]	rxn00702	CDPGLU	R00956	Starch and sucrose metabolism|Amino sugar and nucleotide sugar metabolism	Antibiotic-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-NUCLEOTIDES
rxn02883_c0	<	Cytosol_0	ASD46_RS08340	R04132_c0		7.61		(1)  cpd00001[c0] + (1)  cpd01960[c0] <= (1)  cpd03708[c0]	(1)  H2O_c0[c0] + (1)  2-Oxohept-3-enedioate_c0[c0] <= (1)  2,4-Dihydroxyhept-2-enedioate_c0[c0]	rxn02883	OHEDH	R04132	Tyrosine metabolism	
rxn00065_c0	>	Cytosol_0	((ASD46_RS15145 or ASD46_RS08040 or ASD46_RS01705 or ASD46_RS06860 or ASD46_RS10350) or (ASD46_RS15145 or ASD46_RS08040 or ASD46_RS10350 or ASD46_RS01705 or ASD46_RS06860))	ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming)_c0		-8.48		(1)  cpd00002[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00446[c0]	(1)  ATP_c0[c0] => (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  cAMP_c0[c0]	rxn00065	ADNCYC	R00089	Purine metabolism	
rxn01827_c0	=	Cytosol_0	ASD46_RS21430	4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)_c0		-109.72		(1)  cpd00007[c0] + (1)  cpd00868[c0] <=> (1)  cpd00011[c0] + (1)  cpd00426[c0]	(1)  O2_c0[c0] + (1)  p-hydroxyphenylpyruvate_c0[c0] <=> (1)  CO2_c0[c0] + (1)  Homogentisate_c0[c0]	rxn01827	34HPPOR	R02521	Ubiquinone and other terpenoid-quinone biosynthesis|Tyrosine metabolism	Amino-Acid-Degradation|Biosynthesis|Cofactor-Biosynthesis|Degradation|Plastoquinone-Biosynthesis|Quinone-Biosynthesis|TYRFUMCAT-PWY|TYROSINE-DEG|Vitamin-Biosynthesis
rxn00358_c0	=	Cytosol_0	ASD46_RS25610	UDP-D-galactopyranose furanomutase_c0	5.4.99.9	0.24		(1)  cpd00043[c0] <=> (1)  cpd02338[c0]	(1)  UDP-galactose_c0[c0] <=> (1)  UDP-D-galacto-1,4-furanose_c0[c0]	rxn00358	UDPGALM	R00505		Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY
rxn01672_c0	>	Cytosol_0	ASD46_RS04965	dCTP aminohydrolase_c0		-5.14		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00356[c0] => (1)  cpd00013[c0] + (1)  cpd00358[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  dCTP_c0[c0] => (1)  NH3_c0[c0] + (1)  dUTP_c0[c0]	rxn01672	DCD1_2	R02325	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn05181_c0	>	Cytosol_0	((ASD46_RS07000 or ASD46_RS02925 or ASD46_RS23345) or (ASD46_RS18090 or ASD46_RS02915 or ASD46_RS20790 or ASD46_RS23360 or ASD46_RS07010) or ASD46_RS23355)	Glycine betaine transport via ABC system_c0	3.A.1.12	-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00540[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00540[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  BET_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  BET_c0[c0]	rxn05181	GLYBabc			
rxn05312_c0	<	Cytosol_0	(ASD46_RS04070 or ASD46_RS20910)	Inorganic phosphate transporter_c0		0.0		(1)  cpd00009[e0] + (1)  cpd00067[e0] <= (1)  cpd00009[c0] + (1)  cpd00067[c0]	(1)  Phosphate_e0[e0] + (1)  H+_e0[e0] <= (1)  Phosphate_c0[c0] + (1)  H+_c0[c0]	rxn05312	PHO84			
rxn08975_c0	>	Cytosol_0	ASD46_RS18295	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase_c0		-17.44		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd15560[c0] => (1)  cpd00003[c0] + (1)  cpd15561[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  NAD_c0[c0] + (1)  Ubiquinol-8_c0[c0]	rxn08975	NADH12			AEROBIC-RESPIRATION|Biosynthesis|Cofactor-Biosynthesis|Degradation|Electron-Transfer|Energy-Metabolism|NAD-Metabolism|Noncarbon-Nutrients|PWY0-1334|PWY0-1335|Respiration
rxn01646_c0	=	Cytosol_0	(ASD46_RS04140 or ASD46_RS06425)	N-Ribosylnicotinamide:orthophosphate ribosyltransferase_c0		-10.89		(1)  cpd00009[c0] + (1)  cpd02016[c0] <=> (1)  cpd00067[c0] + (1)  cpd00133[c0] + (1)  cpd00475[c0]	(1)  Phosphate_c0[c0] + (1)  N-Ribosylnicotinamide_c0[c0] <=> (1)  H+_c0[c0] + (1)  Nicotinamide_c0[c0] + (1)  Ribose 1-phosphate_c0[c0]	rxn01646	PNP	R02294	Nicotinate and nicotinamide metabolism	
rxn03243_c0	=	Cytosol_0	(ASD46_RS04830 or ASD46_RS12575 or ASD46_RS22895)	Decanoyl-CoA:acetyl-CoA C-acyltransferase_c0		7.06		(1)  cpd00022[c0] + (1)  cpd03128[c0] <=> (1)  cpd00010[c0] + (1)  cpd03117[c0]	(1)  Acetyl-CoA_c0[c0] + (1)  Decanoyl-CoA_c0[c0] <=> (1)  CoA_c0[c0] + (1)  3-Oxododecanoyl-CoA_c0[c0]	rxn03243	ACACT5r	R04742	Fatty acid elongation|Fatty acid degradation	
rxn03446_c0	>	Cytosol_0	ASD46_RS03435	O-Phospho-4-hydroxy-L-threonine phospho-lyase (adding water)_c0		7.21		(1)  cpd00001[c0] + (1)  cpd03607[c0] => (1)  cpd00009[c0] + (1)  cpd03608[c0]	(1)  H2O_c0[c0] + (1)  4-(Phosphonooxy) -threonine_c0[c0] => (1)  Phosphate_c0[c0] + (1)  4-Hydroxy-L-threonine_c0[c0]	rxn03446	4HTHRS	R05086	Vitamin B6 metabolism	
rxn01302_c0	=	Cytosol_0	(ASD46_RS19055 or ASD46_RS21835)	L-homoserine:NADP+ oxidoreductase_c0		5.22		(1)  cpd00006[c0] + (1)  cpd00227[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00346[c0]	(1)  NADP_c0[c0] + (1)  L-Homoserine_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  L-Aspartate4-semialdehyde_c0[c0]	rxn01302	HOM6_2	R01775	Glycine, serine and threonine metabolism|Cysteine and methionine metabolism|Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSERSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|Other-Amino-Acid-Biosynthesis|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn00101_c0	>	Cytosol_0	((ASD46_RS25005 and ASD46_RS24995 and ASD46_RS25025) or (Unknown and ASD46_RS24990 and ASD46_RS25040 and ASD46_RS25045))	Urea amidohydrolase_c0		-5.75		(1)  cpd00001[c0] + (2)  cpd00067[c0] + (1)  cpd00073[c0] => (1)  cpd00011[c0] + (2)  cpd00013[c0]	(1)  H2O_c0[c0] + (2)  H+_c0[c0] + (1)  Urea_c0[c0] => (1)  CO2_c0[c0] + (2)  NH3_c0[c0]	rxn00101	UREA2	R00131	Purine metabolism|Arginine and proline metabolism|Atrazine degradation	AMINE-DEG|Allantoin-degradation|Degradation|URDEGR-PWY|Urea-Degradation
rxn00223_c0	=	Cytosol_0	ASD46_RS21650	D-glucose aldose-ketose-isomerase_c0		-0.89		(1)  cpd00027[c0] <=> (1)  cpd00082[c0]	(1)  D-Glucose_c0[c0] <=> (1)  D-Fructose_c0[c0]	rxn00223	XYLI2	R00307		
rxn01122_c0	>	Cytosol_0	ASD46_RS16340	D-altronate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming)_c0	4.2.1.7	-8.17		(1)  cpd00608[c0] => (1)  cpd00001[c0] + (1)  cpd00176[c0]	(1)  D-Altronate_c0[c0] => (1)  H2O_c0[c0] + (1)  2-keto-3-deoxygluconate_c0[c0]	rxn01122	ALTRH	R01540	Pentose and glucuronate interconversions	D-Galacturonate-Degradation|Degradation|GALACT-GLUCUROCAT-PWY|GALACTUROCAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn00784_c0	=	Cytosol_0	(ASD46_RS08130 or ASD46_RS06420)	2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)_c0		1.68		(1)  cpd00510[c0] <=> (1)  cpd00071[c0] + (1)  cpd00102[c0]	(1)  deoxyribose-5-phosphate_c0[c0] <=> (1)  Acetaldehyde_c0[c0] + (1)  Glyceraldehyde3-phosphate_c0[c0]	rxn00784	DRPA	R01066	Pentose phosphate pathway	
rxn05029_c0	=	Cytosol_0	ASD46_RS16270	ATP:cobinamide Cobeta-adenosyltransferase_c0				(1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd03422[c0] <=> (1)  cpd00421[c0] + (1)  cpd03918[c0]	(1)  ATP_c0[c0] + (1)  H+_c0[c0] + (1)  Cobinamide_c0[c0] <=> (1)  Triphosphate_c0[c0] + (1)  Adenosyl cobinamide_c0[c0]	rxn05029	CBIAT	R07268	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|COBALSYN-PWY|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
rxn05393_c0	=	Cytosol_0	(ASD46_RS22500 or ASD46_RS07890 or ASD46_RS01945 or ASD46_RS09910 or ASD46_RS09670 or ASD46_RS00570 or ASD46_RS23735 or ASD46_RS23230 or ASD46_RS03825 or ASD46_RS23665 or ASD46_RS18190 or ASD46_RS07720 or ASD46_RS10895)	9-methyl-3-oxo-decanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11529[c0] <=> (1)  cpd00006[c0] + (1)  cpd11530[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  9-methyl-3-oxo-decanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  9-methyl-3-hydroxy-decanoyl-ACP_c0[c0]	rxn05393				
rxn00328_c0	=	Cytosol_0	(ASD46_RS21600 and ASD46_RS21600)	4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming)_c0		3.21		(1)  cpd00830[c0] <=> (1)  cpd00020[c0] + (1)  cpd00040[c0]	(1)  4-Hydroxy-2-oxoglutarate_c0[c0] <=> (1)  Pyruvate_c0[c0] + (1)  Glyoxalate_c0[c0]	rxn00328	DDPGA	R00470	Glyoxylate and dicarboxylate metabolism	4-Hydroxyproline-Degradation|Amino-Acid-Degradation|Degradation|HYDROXYPRODEG-PWY
rxn02285_c0	=	Cytosol_0	ASD46_RS17930	UDP-N-acetylmuramate:NADP+ oxidoreductase_c0		15.33		(1)  cpd00006[c0] + (1)  cpd00773[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd02820[c0]	(1)  NADP_c0[c0] + (1)  UDP-MurNAc_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  UDP-N-acetylglucosamine enolpyruvate_c0[c0]	rxn02285	UAPGR	R03192	Amino sugar and nucleotide sugar metabolism|Peptidoglycan biosynthesis	Acetylmuramoyl-Pentapeptide-Biosynthesis|Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn02303_c0	=	Cytosol_0	ASD46_RS17205	Coproporphyrinogen:oxygen oxidoreductase(decarboxylating)_c0		-93.33		(1)  cpd00007[c0] + (2)  cpd00067[c0] + (1)  cpd02083[c0] <=> (2)  cpd00001[c0] + (2)  cpd00011[c0] + (1)  cpd00791[c0]	(1)  O2_c0[c0] + (2)  H+_c0[c0] + (1)  CoproporphyrinogenIII_c0[c0] <=> (2)  H2O_c0[c0] + (2)  CO2_c0[c0] + (1)  ProtoporphyrinogenIX_c0[c0]	rxn02303	CPPPGO	R03220	Porphyrin and chlorophyll metabolism	Biosynthesis|CHLOROPHYLL-SYN|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Chlorophyllide-a-Biosynthesis|Cofactor-Biosynthesis|HEME-BIOSYNTHESIS-II|HEME-SYN|PWY0-1415|Porphyrin-Compounds-Biosynthesis
rxn05315_c0	=	Cytosol_0	ASD46_RS02935	ZN2t4_c0		0.0		(1)  cpd00034[c0] + (1)  cpd00067[e0] + (1)  cpd00205[e0] <=> (1)  cpd00034[e0] + (1)  cpd00067[c0] + (1)  cpd00205[c0]	(1)  Zn2+_c0[c0] + (1)  H+_e0[e0] + (1)  K+_e0[e0] <=> (1)  Zn2+_e0[e0] + (1)  H+_c0[c0] + (1)  K+_c0[c0]	rxn05315				
rxn02889_c0	=	Cytosol_0	(ASD46_RS12595 or (ASD46_RS12590 and Unknown))	3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)_c0		-1.07		(1)  cpd00002[c0] + (1)  cpd00242[c0] + (1)  cpd01966[c0] <=> (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02068[c0]	(1)  ATP_c0[c0] + (1)  H2CO3_c0[c0] + (1)  Dimethylacryloyl-CoA_c0[c0] <=> (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  3-Methylglutaconyl-CoA_c0[c0]	rxn02889	MCCC	R04138	Valine, leucine and isoleucine degradation	Amino-Acid-Degradation|Degradation|LEU-DEG2-PWY|LEUCINE-DEG
rxn00559_c0	=	Cytosol_0	(ASD46_RS11700 or ASD46_RS11920 or ASD46_RS21050)	D-mannose-6-phosphate aldose-ketose-isomerase_c0		-0.89		(1)  cpd00235[c0] <=> (1)  cpd00072[c0]	(1)  D-mannose-6-phosphate_c0[c0] <=> (1)  D-fructose-6-phosphate_c0[c0]	rxn00559	MAN6PI	R00772		
rxn10153_c0	=	Cytosol_0	ASD46_RS11645	TRANS-RXN-121A.cp_c0		0.0		(2)  cpd00067[e0] + (1)  cpd00130[e0] <=> (2)  cpd00067[c0] + (1)  cpd00130[c0]	(2)  H+_e0[e0] + (1)  L-Malate_e0[e0] <=> (2)  H+_c0[c0] + (1)  L-Malate_c0[c0]	rxn10153	MALt2_2			
rxn08848_c0	=	Cytosol_0	(ASD46_RS17790 or ASD46_RS14740)	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)_c0		-400.27		(1)  cpd00001[c0] + (1)  cpd15346[c0] <=> (1)  cpd00067[c0] + (1)  cpd00214[c0] + (1)  cpd02090[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoglycerol hexadecanoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Palmitate_c0[c0] + (1)  Glycerophosphoglycerol_c0[c0]	rxn08848	LPLIPAL2G160			
rxn00691_c0	>	Cytosol_0	(ASD46_RS14520 or ASD46_RS23895 or ASD46_RS24710)	10-Formyltetrahydrofolate amidohydrolase_c0		-20.24		(1)  cpd00001[c0] + (1)  cpd00201[c0] => (1)  cpd00047[c0] + (1)  cpd00067[c0] + (1)  cpd00087[c0]	(1)  H2O_c0[c0] + (1)  10-Formyltetrahydrofolate_c0[c0] => (1)  Formate_c0[c0] + (1)  H+_c0[c0] + (1)  Tetrahydrofolate_c0[c0]	rxn00691	FTHFD	R00944	Glyoxylate and dicarboxylate metabolism|One carbon pool by folate	1CMET2-PWY|Biosynthesis|Cofactor-Biosynthesis|Folate-Biosynthesis|Vitamin-Biosynthesis
rxn08840_c0	>	Cytosol_0	(ASD46_RS17790 or ASD46_RS14740)	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)_c0		-264.53		(1)  cpd00001[c0] + (1)  cpd15338[c0] => (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd15298[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoethanolamine tetradec-7-enoyl_c0[c0] => (1)  H+_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] + (1)  tetradecenoate_c0[c0]	rxn08840	LPLIPAL2E141			
rxn05559_c0	=	Cytosol_0	ASD46_RS25470	formate transport in via proton symport_c0		0.0		(1)  cpd00047[e0] + (1)  cpd00067[e0] <=> (1)  cpd00047[c0] + (1)  cpd00067[c0]	(1)  Formate_e0[e0] + (1)  H+_e0[e0] <=> (1)  Formate_c0[c0] + (1)  H+_c0[c0]	rxn05559	FORt2			
rxn03907_c0	=	Cytosol_0	ASD46_RS00215	CTP: 2-C-Methyl-D-erythritol 4-phosphate cytidylyltransferase_c0		1.07		(1)  cpd00052[c0] + (1)  cpd08286[c0] <=> (1)  cpd00012[c0] + (1)  cpd08287[c0]	(1)  CTP_c0[c0] + (1)  2-C-methyl-D-erythritol4-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  4--cytidine5-diphospho-2-C-methyl-D-erythritol_c0[c0]	rxn03907	MEPCT	R05633	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn01987_c0	=	Cytosol_0	(ASD46_RS05310 or ASD46_RS20780 or ASD46_RS24470 or ASD46_RS23555 or ASD46_RS08135)	R02750_c0		14.03		(1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00510[c0] <=> (1)  cpd00002[c0] + (1)  cpd01242[c0]	(1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  deoxyribose-5-phosphate_c0[c0] <=> (1)  ATP_c0[c0] + (1)  Thyminose_c0[c0]	rxn01987	DRBK	R02750	Pentose phosphate pathway	
rxn03538_c0	=	Cytosol_0	ASD46_RS09105	R05223_c0		14.03		(1)  cpd03423[c0] + (1)  cpd03920[c0] <=> (1)  cpd00067[c0] + (1)  cpd00126[c0] + (1)  cpd00166[c0]	(1)  alpha-Ribazole_c0[c0] + (1)  Adenosylcobinamide-GDP_c0[c0] <=> (1)  H+_c0[c0] + (1)  GMP_c0[c0] + (1)  Calomide_c0[c0]	rxn03538	ADOCBLS	R05223	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|P381-PWY|Vitamin-Biosynthesis
