id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn04736_c0	=	Cytosol_0	(WP_013637530.1 or ASD46_RS08230 or ASD46_RS05790 or WP_060642543.1 or WP_025592187.1 or WP_060642118.1 or WP_060642486.1 or WP_003513312.1 or ASD46_RS14495 or ASD46_RS17680 or WP_025595348.1 or ASD46_RS14595 or ASD46_RS09595 or ASD46_RS18940 or ASD46_RS17730 or WP_003515339.1)	(2-naphthyl)methanol:NAD+ oxidoreductase_c0		3.67		(1)  cpd00003[c0] + (1)  cpd01859[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd09802[c0]	(1)  NAD_c0[c0] + (1)  (2-Naphthyl) methanol_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  2-Naphthaldehyde_c0[c0]	rxn04736		R06927	Naphthalene degradation	
rxn02433_c0	=	Cytosol_0	(WP_060642828.1 or ASD46_RS23310)	CDP-4-dehydro-3,6-dideoxy-D-glucose:NADP+ 3-oxydoreductase_c0		12.59		(1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd02638[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00897[c0]	(1)  H2O_c0[c0] + (1)  NADP_c0[c0] + (1)  CDP-4-dehydro-3,6-dideoxy-D-glucose_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  CDP-4-dehydro-6-deoxy-D-glucose_c0[c0]	rxn02433		R03392	Amino sugar and nucleotide sugar metabolism	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|SUGAR-NUCLEOTIDES
rxn04143_c0	=	Cytosol_0	(WP_060642320.1 or ASD46_RS12225)	R06180_c0		6.22		(1)  cpd00003[c0] + (1)  cpd00666[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd02186[c0]	(1)  NAD_c0[c0] + (1)  Tartrate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Oxaloglycolate_c0[c0]	rxn04143	TARTRDH	R06180	Glyoxylate and dicarboxylate metabolism	
rxn06023_c0	=	Cytosol_0	(ASD46_RS03370 or WP_060641848.1)	CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase_c0				(1)  cpd00010[c0] + (1)  cpd12370[c0] <=> (1)  cpd00045[c0] + (1)  cpd11493[c0]	(1)  CoA_c0[c0] + (1)  apo-ACP_c0[c0] <=> (1)  Adenosine 3-5-bisphosphate_c0[c0] + (1)  ACP_c0[c0]	rxn06023		R01625	Pantothenate and CoA biosynthesis	Biosynthesis|Cofactor-Biosynthesis
rxn01678_c0	=	Cytosol_0	(ASD46_RS01840 or ASD46_RS26095 or WP_060643041.1 or WP_003502118.1)	ATP:dUDP phosphotransferase_c0		0.0		(1)  cpd00002[c0] + (1)  cpd00978[c0] <=> (1)  cpd00008[c0] + (1)  cpd00358[c0]	(1)  ATP_c0[c0] + (1)  dUDP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  dUTP_c0[c0]	rxn01678	NDPK6	R02331	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn02286_c0	>	Cytosol_0	(WP_013762020.1 or ASD46_RS10270)	UDP-N-acetylmuramate:L-alanine ligase (ADP-forming)_c0	6.3.2.8	-6.35		(1)  cpd00002[c0] + (1)  cpd00035[c0] + (1)  cpd00773[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00890[c0]	(1)  ATP_c0[c0] + (1)  L-Alanine_c0[c0] + (1)  UDP-MurNAc_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  UDP-N-acetylmuramoyl-L-alanine_c0[c0]	rxn02286	UAMAS	R03193	D-Glutamine and D-glutamate metabolism|Peptidoglycan biosynthesis	Acetylmuramoyl-Pentapeptide-Biosynthesis|Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Detoxification|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn00394_c0	>	Cytosol_0	((WP_060641890.1 or ASD46_RS06840) or (ASD46_RS14980 or WP_025595287.1))	L-Arginine amidinohydrolase_c0		-3.9		(1)  cpd00001[c0] + (1)  cpd00051[c0] => (1)  cpd00064[c0] + (1)  cpd00073[c0]	(1)  H2O_c0[c0] + (1)  L-Arginine_c0[c0] => (1)  Ornithine_c0[c0] + (1)  Urea_c0[c0]	rxn00394		R00551	Arginine and proline metabolism	ARG-GLU-PWY|ARG-PRO-PWY|ARGASEDEG-PWY|ARGININE-DEG|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|CITRULBIO-PWY|Citrulline-Biosynthesis|Degradation|GLUTAMATE-SYN|IND-AMINO-ACID-SYN|NITROGEN-DEG|Noncarbon-Nutrients|Other-Amino-Acid-Biosynthesis|PROLINE-SYN|Polyamine-Biosynthesis|Putrescine-Biosynthesis
rxn00872_c0	<	Cytosol_0	(ASD46_RS12585 or WP_035199562.1)	Butanoyl-CoA:oxygen 2-oxidoreductase_c0		7.23		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd00120[c0] <= (1)  cpd00650[c0] + (1)  cpd00982[c0]	(1)  FAD_c0[c0] + (1)  H+_c0[c0] + (1)  Butyryl-CoA_c0[c0] <= (1)  Crotonyl-CoA_c0[c0] + (1)  FADH2_c0[c0]	rxn00872	ACOAD1f	R01175	Fatty acid degradation	
rxn05919_c0	=	Cytosol_0	(ASD46_RS15835 or WP_025594607.1)	Acyl-CoA:glycerone-phosphate O-acyltransferase_c0		-22.67		(1)  cpd00095[c0] + (1)  cpd11611[c0] <=> (1)  cpd00010[c0] + (1)  cpd12300[c0]	(1)  Glycerone-phosphate_c0[c0] + (1)  Acyl-CoA_c0[c0] <=> (1)  CoA_c0[c0] + (1)  Acylglycerone phosphate_c0[c0]	rxn05919	GPT2_2	R01013	Glycerophospholipid metabolism	
rxn05871_c0	=	Cytosol_0	(ASD46_RS18940 or WP_003515339.1 or ASD46_RS17730 or WP_025595348.1 or ASD46_RS14595 or ASD46_RS09595 or WP_060642543.1 or WP_025592187.1 or WP_060642118.1 or WP_060642486.1 or WP_003513312.1 or ASD46_RS14495 or ASD46_RS17680 or WP_013637530.1 or ASD46_RS08230 or ASD46_RS05790)	primary_c0		5.22		(1)  cpd00003[c0] + (1)  cpd00195[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11616[c0]	(1)  NAD_c0[c0] + (1)  1-Alcohol_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  RCHO_c0[c0]	rxn05871		R00623	Fatty acid degradation	
rxn01106_c0	=	Cytosol_0	(WP_013635606.1 or ASD46_RS03595)	2-Phospho-D-glycerate 2,3-phosphomutase_c0		0.0		(1)  cpd00482[c0] <=> (1)  cpd00169[c0]	(1)  2-Phospho-D-glycerate_c0[c0] <=> (1)  3-Phosphoglycerate_c0[c0]	rxn01106	GPM1_2	R01518	Glycolysis / Gluconeogenesis|Glycine, serine and threonine metabolism|Methane metabolism	ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|P122-PWY|P124-PWY|P341-PWY|P441-PWY|P461-PWY|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS|Xylose-Degradation
rxn00977_c0	=	Cytosol_0	(WP_025592822.1 or ASD46_RS02690)	Epimelibiose galactohydrolase_c0		-3.11		(1)  cpd00001[c0] + (1)  cpd03196[c0] <=> (1)  cpd00108[c0] + (1)  cpd00138[c0]	(1)  H2O_c0[c0] + (1)  Epimelibiose_c0[c0] <=> (1)  Galactose_c0[c0] + (1)  D-Mannose_c0[c0]	rxn00977	EPMGH	R01329	Galactose metabolism	
rxn08438_c0	=	Cytosol_0	(WP_025593396.1 or ASD46_RS00045)	R08157_c0		-5.76		(1)  cpd00001[c0] + (1)  cpd11470[c0] <=> (1)  cpd00067[c0] + (1)  cpd03846[c0] + (1)  cpd11493[c0]	(1)  H2O_c0[c0] + (1)  Octanoyl-ACP_c0[c0] <=> (1)  H+_c0[c0] + (1)  octanoate_c0[c0] + (1)  ACP_c0[c0]	rxn08438	FA80ACPHi	R08157	Fatty acid biosynthesis	
rxn00931_c0	=	Cytosol_0	(WP_060642179.1 or WP_013636581.1 or ASD46_RS17405 or ASD46_RS10120)	L-Proline:NADP+ 5-oxidoreductase_c0		-10.52		(1)  cpd00006[c0] + (1)  cpd00129[c0] <=> (1)  cpd00005[c0] + (2)  cpd00067[c0] + (1)  cpd02431[c0]	(1)  NADP_c0[c0] + (1)  L-Proline_c0[c0] <=> (1)  NADPH_c0[c0] + (2)  H+_c0[c0] + (1)  1-Pyrroline-5-carboxylate_c0[c0]	rxn00931	P5CR	R01251	Arginine and proline metabolism	ARG-PRO-PWY|ARGININE-DEG|ARGORNPROST-PWY|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|Interconversion|PROLINE-SYN|PROSYN-PWY
rxn06771_c0	=	Cytosol_0	(ASD46_RS17660 or WP_019565253.1)	S-Adenosyl-L-methionine:[myelin-basic-protein]-arginine Nw-methyltransferase_c0				(1)  cpd00017[c0] + (1)  cpd12677[c0] <=> (1)  cpd00019[c0] + (1)  cpd00067[c0] + (1)  cpd12700[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  [Myelin basic protein]-arginine_c0[c0] <=> (1)  S-Adenosyl-homocysteine_c0[c0] + (1)  H+_c0[c0] + (1)  [Myelin basic protein]-N(omega) -methylarginine_c0[c0]	rxn06771		R04719		
rxn08756_c0	>	Cytosol_0	(WP_003511794.1 or ASD46_RS03495)	isopentenyl-diphosphate:NAD+ oxidoreductase_c0		16.86		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd08615[c0] => (1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00113[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  1-Hydroxy-2-methyl-2-butenyl 4-diphosphate_c0[c0] => (1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  Isopentenyldiphosphate_c0[c0]	rxn08756	IPDPS	R08209	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn08470_c0	>	Cytosol_0	(WP_025595728.1 or WP_003518064.1 or ASD46_RS11545 or ASD46_RS10145 or ASD46_RS12360 or ASD46_RS11435 or WP_003510817.1 or WP_013761668.1)	FMNH2-dependent monooxygenase (butanesulfonate)_c0		-71.9142		(1)  cpd00007[c0] + (1)  cpd01270[c0] + (1)  cpd11596[c0] => (1)  cpd00001[c0] + (1)  cpd00050[c0] + (1)  cpd00067[c0] + (1)  cpd00081[c0] + (1)  cpd01011[c0]	(1)  O2_c0[c0] + (1)  FMNH2_c0[c0] + (1)  butanesulfonate_c0[c0] => (1)  H2O_c0[c0] + (1)  FMN_c0[c0] + (1)  H+_c0[c0] + (1)  Sulfite_c0[c0] + (1)  Butanal_c0[c0]	rxn08470				
rxn09450_c0	>	Cytosol_0	(ASD46_RS05095 or WP_003514883.1)	fatty-acid--CoA ligase (hexadecenoate), peroxisomal_c0		687.06		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd15237[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd15238[c0]	(1)  ATP_c0[c0] + (1)  CoA_c0[c0] + (1)  hexadecenoate_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  Hexadecenoyl-CoA_c0[c0]	rxn09450	FACOAL161			
rxn04938_c0	=	Cytosol_0	(ASD46_RS19455 or WP_025593598.1)	S-(hydroxymethyl)glutathione:NADP+ oxidoreductase_c0		-6.08		(1)  cpd00006[c0] + (1)  cpd09879[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00759[c0]	(1)  NADP_c0[c0] + (1)  S-(Hydroxymethyl) glutathione_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  S-Formylglutathione_c0[c0]	rxn04938		R07140		C1-COMPOUNDS|Degradation|Formaldehyde-Oxidation
rxn02636_c0	=	Cytosol_0	(ASD46_RS24375 or WP_025594429.1)	11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al:NADP+ delta4-oxidoreductase_c0		13.57		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd01228[c0] <=> (1)  cpd00006[c0] + (1)  cpd03254[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  Aldosterone_c0[c0] <=> (1)  NADP_c0[c0] + (1)  11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al_c0[c0]	rxn02636		R03713	Steroid hormone biosynthesis	
rxn00412_c0	>	Cytosol_0	(ASD46_RS15575 or WP_003516677.1)	UTP:L-glutamine amido-ligase (ADP-forming)_c0		-6.4		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00053[c0] + (1)  cpd00062[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00023[c0] + (1)  cpd00052[c0] + (2)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Glutamine_c0[c0] + (1)  UTP_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  CTP_c0[c0] + (2)  H+_c0[c0]	rxn00412	CTPS2	R00573	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn02339_c0	=	Cytosol_0	(WP_025592447.1 or ASD46_RS04690 or WP_060641957.1 or ASD46_RS17465 or WP_060642273.1 or ASD46_RS09950 or ASD46_RS11215 or WP_060642556.1 or WP_060642169.1 or ASD46_RS07870)	4-Hydroxy-L-glutamate:2-oxoglutarate aminotransferase_c0		0.0		(1)  cpd00024[c0] + (1)  cpd01974[c0] <=> (1)  cpd00023[c0] + (1)  cpd00830[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  4-Hydroxy-L-glutamate_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  4-Hydroxy-2-oxoglutarate_c0[c0]	rxn02339		R03266		
rxn00650_c0	=	Cytosol_0	(ASD46_RS02080 or WP_025592939.1)	L-cysteinylglycine dipeptidase_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd01017[c0] <=> (1)  cpd00033[c0] + (1)  cpd00084[c0]	(1)  H2O_c0[c0] + (1)  Cys-Gly_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Cysteine_c0[c0]	rxn00650	AMPTASECG	R00899	Glutathione metabolism	Biosynthesis|Cofactor-Biosynthesis|Reductants
rxn03167_c0	>	Cytosol_0	(WP_060641778.1 or ASD46_RS14205 or WP_025595382.1 or ASD46_RS00910)	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum)_c0		-15.95		(3)  cpd00001[c0] + (1)  cpd02978[c0] => (3)  cpd00009[c0] + (3)  cpd00067[c0] + (1)  cpd02961[c0]	(3)  H2O_c0[c0] + (1)  7,8-Dihydroneopterin 3'-triphosphate_c0[c0] => (3)  Phosphate_c0[c0] + (3)  H+_c0[c0] + (1)  Dihydroneopterin_c0[c0]	rxn03167	AKP1	R04620	Folate biosynthesis	
rxn00515_c0	=	Cytosol_0	(ASD46_RS26095 or WP_060643041.1 or WP_003502118.1 or ASD46_RS01840)	ATP:IDP phosphotransferase_c0		0.0		(1)  cpd00002[c0] + (1)  cpd00090[c0] <=> (1)  cpd00008[c0] + (1)  cpd00068[c0]	(1)  ATP_c0[c0] + (1)  IDP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  ITP_c0[c0]	rxn00515	NDPK9	R00722	Purine metabolism	
rxn08846_c0	=	Cytosol_0	(ASD46_RS17790 or WP_003511570.1 or WP_013761271.1 or ASD46_RS14740 or WP_003517168.1 or WP_035198973.1 or ASD46_RS25940 or ASD46_RS22825)	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)_c0		-403.51		(1)  cpd00001[c0] + (1)  cpd15344[c0] <=> (1)  cpd00067[c0] + (1)  cpd02090[c0] + (1)  cpd03847[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoglycerol tetradecanoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoglycerol_c0[c0] + (1)  Myristic acid_c0[c0]	rxn08846	LPLIPAL2G140			
rxn03005_c0	=	Cytosol_0	(ASD46_RS01755 or WP_025593013.1)	R04326_c0		-7.29		(2)  cpd00067[c0] + (1)  cpd00087[c0] + (1)  cpd02678[c0] <=> (1)  cpd00001[c0] + (1)  cpd00347[c0] + (1)  cpd02394[c0]	(2)  H+_c0[c0] + (1)  Tetrahydrofolate_c0[c0] + (1)  N-Formyl-GAR_c0[c0] <=> (1)  H2O_c0[c0] + (1)  5-10-Methenyltetrahydrofolate_c0[c0] + (1)  GAR_c0[c0]	rxn03005		R04326	One carbon pool by folate	
rxn05012_c0	>	Cytosol_0	(ASD46_RS14075 or WP_060642967.1 or ASD46_RS25555 or ASD46_RS25550 or WP_003517086.1 or WP_003511408.1)	carbamoyl-phosphate:N2-acetyl-L-ornithine carbamoyltransferase_c0	2.1.3.9	0.55		(1)  cpd00146[c0] + (1)  cpd00342[c0] => (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11209[c0]	(1)  Carbamoylphosphate_c0[c0] + (1)  N-Acetylornithine_c0[c0] => (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  N-Acetyl-L-citrulline_c0[c0]	rxn05012		R07245	Arginine and proline metabolism	ARGININE-SYN|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN
rxn03437_c0	>	Cytosol_0	(WP_025594626.1 or ASD46_RS10060 or ASD46_RS15915 or ASD46_RS11225 or WP_013636431.1 or WP_025595761.1 or WP_019566605.1 or ASD46_RS09040)	(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase_c0		-6.75		(1)  cpd02535[c0] => (1)  cpd00001[c0] + (1)  cpd00508[c0]	(1)  2,3-Dihydroxy-3-methylvalerate_c0[c0] => (1)  H2O_c0[c0] + (1)  3MOP_c0[c0]	rxn03437	DHAD2	R05070	Valine, leucine and isoleucine biosynthesis	
rxn01353_c0	=	Cytosol_0	(ASD46_RS26095 or WP_060643041.1 or WP_003502118.1 or ASD46_RS01840)	ATP:dGDP phosphotransferase_c0		0.0		(1)  cpd00002[c0] + (1)  cpd00295[c0] <=> (1)  cpd00008[c0] + (1)  cpd00241[c0]	(1)  ATP_c0[c0] + (1)  dGDP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  dGTP_c0[c0]	rxn01353	NDPK5	R01857	Purine metabolism	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn10235_c0	=	Cytosol_0	(ASD46_RS02110 or WP_003512305.1)	isopentadecanoyl-phosphatidylserine decarboxylase_c0		7.45		(2)  cpd00067[c0] + (1)  cpd15692[c0] <=> (1)  cpd00011[c0] + (1)  cpd15698[c0]	(2)  H+_c0[c0] + (1)  Diisopentadecanoylphosphatidylserine_c0[c0] <=> (1)  CO2_c0[c0] + (1)  Diisopentadecanoylphosphatidylethanolamine_c0[c0]	rxn10235				
rxn03244_c0	=	Cytosol_0	(((WP_035197760.1 or ASD46_RS04820) and Unknown) or (ASD46_RS04820 or WP_035197760.1))	(S)-hydroxydecanoyl-CoA:NAD+ oxidoreductase_c0		3.76		(1)  cpd00003[c0] + (1)  cpd03118[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd03119[c0]	(1)  NAD_c0[c0] + (1)  (S) -Hydroxydecanoyl-CoA_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  3-Oxodecanoyl-CoA_c0[c0]	rxn03244	HACD4	R04743	Fatty acid elongation|Fatty acid degradation	
rxn04724_c0	>	Cytosol_0	(ASD46_RS19015 or WP_025593513.1)	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decarboxylating)_c0		-95.93		(1)  cpd00004[c0] + (1)  cpd00007[c0] + (2)  cpd00067[c0] + (1)  cpd09791[c0] => (1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00011[c0] + (1)  cpd01871[c0]	(1)  NADH_c0[c0] + (1)  O2_c0[c0] + (2)  H+_c0[c0] + (1)  3-Methylsalicylate_c0[c0] => (1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  CO2_c0[c0] + (1)  3-Methylcatechol_c0[c0]	rxn04724		R06915	Naphthalene degradation	
rxn00616_c0	=	Cytosol_0	(WP_060642520.1 or WP_003511302.1 or ASD46_RS14795 or ASD46_RS15485 or WP_060642489.1 or ASD46_RS14690 or WP_025595322.1 or ASD46_RS13035)	sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase_c0		-5.56		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd00080[c0] <=> (1)  cpd00095[c0] + (1)  cpd00982[c0]	(1)  FAD_c0[c0] + (1)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] <=> (1)  Glycerone-phosphate_c0[c0] + (1)  FADH2_c0[c0]	rxn00616	G3PD	R00848	Glycerophospholipid metabolism	
rxn00313_c0	>	Cytosol_0	(WP_003511327.1 or ASD46_RS13145)	meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming)_c0		-3.09		(1)  cpd00067[c0] + (1)  cpd00516[c0] => (1)  cpd00011[c0] + (1)  cpd00039[c0]	(1)  H+_c0[c0] + (1)  meso-2,6-Diaminopimelate_c0[c0] => (1)  CO2_c0[c0] + (1)  L-Lysine_c0[c0]	rxn00313	DAPDC	R00451	Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn02949_c0	=	Cytosol_0	(WP_060642355.1 or ASD46_RS17280 or WP_025594153.1 or WP_003514743.1 or ASD46_RS03695 or ASD46_RS12605 or WP_025592641.1 or ASD46_RS05515)	(S)-3-Hydroxyisobutyryl-CoA hydro-lyase_c0		0.87		(1)  cpd00001[c0] + (1)  cpd02187[c0] <=> (1)  cpd03572[c0]	(1)  H2O_c0[c0] + (1)  Methacrylyl-CoA_c0[c0] <=> (1)  (S) -3-Hydroxyisobutyryl-CoA_c0[c0]	rxn02949	ECOAH12	R04224	Valine, leucine and isoleucine degradation	
rxn00735_c0	=	Cytosol_0	(WP_003516442.1 or ASD46_RS16190)	(2R,3S)-3-methylmalate:NAD+ oxidoreductase_c0		-3.13		(1)  cpd00004[c0] + (1)  cpd00011[c0] + (1)  cpd00094[c0] <=> (1)  cpd00003[c0] + (1)  cpd03593[c0]	(1)  NADH_c0[c0] + (1)  CO2_c0[c0] + (1)  2-Oxobutyrate_c0[c0] <=> (1)  NAD_c0[c0] + (1)  D-erythro-3-Methylmalate_c0[c0]	rxn00735		R00994	Valine, leucine and isoleucine biosynthesis|C5-Branched dibasic acid metabolism	
rxn00215_c0	=	Cytosol_0	(WP_025595735.1 or ASD46_RS11410 or ASD46_RS23675 or WP_060642604.1 or ASD46_RS20955 or WP_060642851.1)	UDP-glucose 4,6-hydro-lyase (UDP-4-dehydro-6-deoxy-D-glucose-forming)_c0		-13.9		(1)  cpd00026[c0] <=> (1)  cpd00001[c0] + (1)  cpd02528[c0]	(1)  UDP-glucose_c0[c0] <=> (1)  H2O_c0[c0] + (1)  UDP-4-oxo-6-deoxy-D-glucose_c0[c0]	rxn00215		R00293	Amino sugar and nucleotide sugar metabolism	Activation-Inactivation-Interconversion|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Interconversion|PLANT-CELL-STRUCTURE|Rhamnose-Biosynthesis|SUGAR-NUCLEOTIDES
rxn04278_c0	=	Cytosol_0	(WP_025593396.1 or ASD46_RS00045)	3-Isopropylbut-3-enoyl-CoA thioesterase_c0		-5.76		(1)  cpd00001[c0] + (1)  cpd08746[c0] <=> (1)  cpd00010[c0] + (2)  cpd00067[c0] + (1)  cpd08747[c0]	(1)  H2O_c0[c0] + (1)  3-Isopropylbut-3-enoyl-CoA_c0[c0] <=> (1)  CoA_c0[c0] + (2)  H+_c0[c0] + (1)  3-Isopropylbut-3-enoic acid_c0[c0]	rxn04278		R06415	Limonene and pinene degradation	
rxn00775_c0	>	Cytosol_0	(ASD46_RS01765 or WP_003512297.1 or WP_025593009.1 or ASD46_RS02135)	ADP-ribose ribophosphohydrolase_c0		-28.37		(1)  cpd00001[c0] + (1)  cpd00251[c0] => (1)  cpd00018[c0] + (2)  cpd00067[c0] + (1)  cpd00101[c0]	(1)  H2O_c0[c0] + (1)  ADPribose_c0[c0] => (1)  AMP_c0[c0] + (2)  H+_c0[c0] + (1)  ribose-5-phosphate_c0[c0]	rxn00775	ADPRDP	R01054_C00117xC03736	Purine metabolism	
rxn07429_c0	=	Cytosol_0	(WP_049790314.1 or WP_060641936.1 or ASD46_RS22505 or WP_060642327.1 or ASD46_RS07695 or WP_060642710.1 or ASD46_RS16805 or ASD46_RS12285)	L-lysine:oxygen 6-oxidoreductase (deaminating)_c0	1.4.3.20	-24.02		(1)  cpd00001[c0] + (1)  cpd00007[c0] + (1)  cpd00039[c0] <=> (1)  cpd00013[c0] + (1)  cpd00025[c0] + (1)  cpd02522[c0]	(1)  H2O_c0[c0] + (1)  O2_c0[c0] + (1)  L-Lysine_c0[c0] <=> (1)  NH3_c0[c0] + (1)  H2O2_c0[c0] + (1)  2-Aminoadipate 6-semialdehyde_c0[c0]	rxn07429		R07598		
rxn10571_c0	>	Cytosol_0	Unknown	Mg2+-importing ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00254[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00254[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Mg_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Mg_c0[c0]	rxn10571	MG2abc			
