id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn05338_c0	=	Cytosol_0	(ASE33_RS23915 or ASE33_RS07615 or ASE33_RS02800 or ASE33_RS07255 or ASE33_RS22630 or ASE33_RS14810)	(3R)-3-Hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0		3.76		(1)  cpd00006[c0] + (1)  cpd11482[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11487[c0]	(1)  NADP_c0[c0] + (1)  (R) -3-Hydroxydecanoyl-[acyl-carrier protein]_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  3-oxodecanoyl-acp_c0[c0]	rxn05338	3OAR100	R04534	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn03135_c0	<	Cytosol_0	(ASE33_RS01025 and ASE33_RS01040)	R04558_c0		-35.06		(1)  cpd00023[c0] + (2)  cpd00067[c0] + (1)  cpd02843[c0] + (1)  cpd02851[c0] <= (1)  cpd00053[c0] + (1)  cpd02991[c0]	(1)  L-Glutamate_c0[c0] + (2)  H+_c0[c0] + (1)  D-erythro-imidazol-glycerol-phosphate_c0[c0] + (1)  AICAR_c0[c0] <= (1)  L-Glutamine_c0[c0] + (1)  phosphoribulosylformimino-AICAR-phosphate_c0[c0]	rxn03135	IG3PS	R04558	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn08085_c0	>	Cytosol_0	(ASE33_RS13730 or ASE33_RS25085 or ASE33_RS24930 or ASE33_RS24085)	1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)_c0				(1)  cpd00067[c0] + (1)  cpd15294[c0] + (1)  cpd15330[c0] => (1)  cpd11493[c0] + (1)  cpd15523[c0]	(1)  H+_c0[c0] + (1)  Tetradecenoyl-ACP_c0[c0] + (1)  1-tetradec-7-enoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  ACP_c0[c0] + (1)  1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate_c0[c0]	rxn08085	AGPAT141			
rxn12146_c0	=	Cytosol_0	ASE33_RS15350	5-Deoxy-glucuranate isomerase_c0		-1.46		(1)  cpd16540[c0] <=> (1)  cpd04242[c0]	(1)  5-Deoxy glucuronic acid_c0[c0] <=> (1)  DKH_c0[c0]	rxn12146	R08503	R08503	Inositol phosphate metabolism	
rxn05429_c0	>	Cytosol_0	((ASE33_RS12695 or ASE33_RS13175) and (ASE33_RS23925 or ASE33_RS10370))	12-methyl-tridecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		2.156		(1)  cpd11492[c0] + (1)  cpd11565[c0] => (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd11566[c0]	(1)  Malonyl-acyl-carrierprotein-_c0[c0] + (1)  12-methyl-tridecanoyl-ACP_c0[c0] => (1)  CO2_c0[c0] + (1)  ACP_c0[c0] + (1)  14-methyl-3-oxo-pentadecanoyl-ACP_c0[c0]	rxn05429				
rxn08310_c0	=	Cytosol_0	(ASE33_RS23575 or ASE33_RS25080)	CDP-diacylglycerol synthetase (n-C16:1)_c0		270.92		(1)  cpd00052[c0] + (1)  cpd15525[c0] <=> (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15418[c0]	(1)  CTP_c0[c0] + (1)  1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  CDP-1,2-dihexadec-9-enoylglycerol_c0[c0]	rxn08310	DASYN161			
rxn00915_c0	<	Cytosol_0	ASE33_RS21780	GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase_c0		12.54		(1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00126[c0] <= (1)  cpd00103[c0] + (1)  cpd00207[c0]	(1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  GMP_c0[c0] <= (1)  PRPP_c0[c0] + (1)  Guanine_c0[c0]	rxn00915	GUAPRT	R01229	Purine metabolism	Biosynthesis|Guanine-Guanosine-Salvage|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PUR-NUC-SYN|PYR-NUC-SYN|Purine-Nucleotides-Salvage
rxn02853_c0	>	Cytosol_0	(ASE33_RS14775 or ASE33_RS28520 or ASE33_RS25740 or ASE33_RS03730)	Imidazole acetaldehyde:NAD+ oxidoreductase_c0		-9.8		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd03052[c0] => (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd01831[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  Imidazole acetaldehyde_c0[c0] => (1)  NADH_c0[c0] + (2)  H+_c0[c0] + (1)  4-Imidazoleacetate_c0[c0]	rxn02853	ALDD20x	R04065	Histidine metabolism	AMINE-DEG|Degradation
rxn10224_c0	=	Cytosol_0	(ASE33_RS23575 or ASE33_RS25080)	anteisopentadecanoyl-phosphatidate cytidylyltransferase_c0		1.07		(1)  cpd00052[c0] + (1)  cpd15681[c0] <=> (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15687[c0]	(1)  CTP_c0[c0] + (1)  1,2-dianteisopentadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  CDP-1,2-dianteisopentadecanoylglycerol_c0[c0]	rxn10224				
rxn05337_c0	=	Cytosol_0	(ASE33_RS23915 or ASE33_RS07615 or ASE33_RS07255 or ASE33_RS14810 or ASE33_RS22630 or ASE33_RS02800)	(3R)-3-Hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0		3.76		(1)  cpd00006[c0] + (1)  cpd11479[c0] <=> (1)  cpd00005[c0] + (1)  cpd11486[c0]	(1)  NADP_c0[c0] + (1)  D-3-Hydroxyhexanoyl-[acp]_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  3-Oxohexanoyl-[acp]_c0[c0]	rxn05337	3OAR60	R04953	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn01477_c0	>	Cytosol_0	ASE33_RS20040	6-Phospho-D-gluconate hydro-lyase(2-dehydro-3-deoxy-6-phospho-D-gluconate-forming)_c0		-8.17		(1)  cpd00284[c0] => (1)  cpd00001[c0] + (1)  cpd02711[c0]	(1)  6-Phospho-D-gluconate_c0[c0] => (1)  H2O_c0[c0] + (1)  2-Keto-3-deoxy-6-phosphogluconate_c0[c0]	rxn01477	EDD	R02036	Pentose phosphate pathway	ENTNER-DOUDOROFF-PWY|Energy-Metabolism|GLYCOLYSIS-E-D
rxn01653_c0	>	Cytosol_0	ASE33_RS04170	5-Formyltetrahydrofolate cyclo-ligase (ADP-forming)_c0		-8.22		(1)  cpd00002[c0] + (1)  cpd02197[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00347[c0]	(1)  ATP_c0[c0] + (1)  5-Formyltetrahydrofolate_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  5-10-Methenyltetrahydrofolate_c0[c0]	rxn01653	FTHFCL	R02301	One carbon pool by folate	Biosynthesis|Cofactor-Biosynthesis|Folate-Biosynthesis|Vitamin-Biosynthesis
rxn00474_c0	>	Cytosol_0	(ASE33_RS24790 and ASE33_RS24795)	L-serine hydro-lyase (adding indole; L-tryptophan-forming)_c0		-11.95		(1)  cpd00054[c0] + (1)  cpd00359[c0] => (1)  cpd00001[c0] + (1)  cpd00065[c0]	(1)  L-Serine_c0[c0] + (1)  indol_c0[c0] => (1)  H2O_c0[c0] + (1)  L-Tryptophan_c0[c0]	rxn00474	TRPS2	R00674	Phenylalanine, tyrosine and tryptophan biosynthesis	ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|TRPSYN-PWY|TRYPTOPHAN-BIOSYNTHESIS
rxn03147_c0	>	Cytosol_0	ASE33_RS27540	1-(5-Phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming)_c0		-16.08		(1)  cpd00002[c0] + (1)  cpd00041[c0] + (1)  cpd02893[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02921[c0]	(1)  ATP_c0[c0] + (1)  L-Aspartate_c0[c0] + (1)  5'-Phosphoribosyl-4-carboxy-5-aminoimidazole_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  SAICAR_c0[c0]	rxn03147	ADE1	R04591	Purine metabolism	
rxn03843_c0	>	Cytosol_0	ASE33_RS23570	Farnesyl diphosphate:Isopentenyl diphosphate farnesyl cistransferase_c0		-22.53		(1)  cpd00113[c0] + (1)  cpd00350[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd08211[c0]	(1)  Isopentenyldiphosphate_c0[c0] + (1)  Farnesyldiphosphate_c0[c0] => (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  trans,trans,cis-Geranylgeranyl diphosphate_c0[c0]	rxn03843		R05555		
rxn05376_c0	=	Cytosol_0	(ASE33_RS07615 or ASE33_RS23915 or ASE33_RS02800 or ASE33_RS14810 or ASE33_RS22630 or ASE33_RS07255)	12-methyl-3-oxo-tetra-decanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11512[c0] <=> (1)  cpd00006[c0] + (1)  cpd11513[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  12-methyl-3-oxo-tetra-decanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  12-methyl-3-hydroxy-tetra-decanoyl-ACP_c0[c0]	rxn05376				
rxn01123_c0	=	Cytosol_0	ASE33_RS17025	ATP:2-dehydro-3-deoxy-D-gluconate 6-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00176[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd02711[c0]	(1)  ATP_c0[c0] + (1)  2-keto-3-deoxygluconate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  2-Keto-3-deoxy-6-phosphogluconate_c0[c0]	rxn01123	DDGLK	R01541	Pentose phosphate pathway|Pentose and glucuronate interconversions	Carbohydrates-Degradation|D-Galacturonate-Degradation|D-Glucuronate-Degradation|Degradation|GALACT-GLUCUROCAT-PWY|GALACTUROCAT-PWY|GLUCUROCAT-PWY|POLYSACCHARIDES-DEG|Polymer-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides
rxn08557_c0	>	Cytosol_0	ASE33_RS22925	glycerol-3-phosphate dehydrogenase (menaquinone-8)_c0		150.77		(1)  cpd00080[c0] + (1)  cpd15500[c0] => (1)  cpd00095[c0] + (1)  cpd15499[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  Menaquinone 8_c0[c0] => (1)  Glycerone-phosphate_c0[c0] + (1)  Menaquinol 8_c0[c0]	rxn08557	G3PD6			
rxn01116_c0	=	Cytosol_0	ASE33_RS06440	D-Ribulose-5-phosphate 3-epimerase_c0		0.0		(1)  cpd00171[c0] <=> (1)  cpd00198[c0]	(1)  D-Ribulose5-phosphate_c0[c0] <=> (1)  D-Xylulose5-phosphate_c0[c0]	rxn01116	RPE	R01529	Pentose phosphate pathway|Pentose and glucuronate interconversions|Carbon fixation in photosynthetic organisms	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|D-Arabinose-Degradation|DARABCAT-PWY|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|NONOXIPENT-PWY|P122-PWY|P124-PWY|P185-PWY|P21-PWY|PENTOSE-P-PWY|PHOTOALL-PWY|Pentose-Phosphate-Cycle|Photosynthesis|RIBITOLUTIL-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|Xylose-Degradation
rxn00606_c0	=	Cytosol_0	ASE33_RS19670	alpha,alpha-Trehalose-6-phosphate phosphoglucohydrolase_c0		-3.11		(1)  cpd00001[c0] + (1)  cpd00523[c0] <=> (1)  cpd00027[c0] + (1)  cpd00079[c0]	(1)  H2O_c0[c0] + (1)  Trehalose 6-phosphate_c0[c0] <=> (1)  D-Glucose_c0[c0] + (1)  D-glucose-6-phosphate_c0[c0]	rxn00606	TRE6PH	R00837	Starch and sucrose metabolism	
rxn02811_c0	=	Cytosol_0	(ASE33_RS11115 or ASE33_RS11120 or (ASE33_RS11115 and ASE33_RS11120))	3-Isopropylmalate hydro-lyase_c0		0.05		(1)  cpd02693[c0] <=> (1)  cpd00001[c0] + (1)  cpd01710[c0]	(1)  3-Isopropylmalate_c0[c0] <=> (1)  H2O_c0[c0] + (1)  2-Isopropylmaleate_c0[c0]	rxn02811	IPPMIa	R04001	Valine, leucine and isoleucine biosynthesis	Amino-Acid-Biosynthesis|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Energy-Metabolism|IND-AMINO-ACID-SYN|LEUCINE-SYN|LEUSYN-PWY
rxn05173_c0	>	Cytosol_0	((ASE33_RS13865 or ASE33_RS06890) or (ASE33_RS13855 or ASE33_RS06895) or (ASE33_RS13850 or ASE33_RS06900))	L-arabinose transport via ABC system_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00224[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00224[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Arabinose_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  L-Arabinose_c0[c0]	rxn05173	ARBabc			
rxn03062_c0	=	Cytosol_0	(ASE33_RS11105 or ASE33_RS00900)	3-Isopropylmalate:NAD+ oxidoreductase_c0		6.22		(1)  cpd00003[c0] + (1)  cpd02693[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd02605[c0]	(1)  NAD_c0[c0] + (1)  3-Isopropylmalate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  2-isopropyl-3-oxosuccinate_c0[c0]	rxn03062	IPMD	R04426	Valine, leucine and isoleucine biosynthesis	Amino-Acid-Biosynthesis|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Energy-Metabolism|IND-AMINO-ACID-SYN|LEUCINE-SYN|LEUSYN-PWY
rxn10258_c0	=	Cytosol_0	ASE33_RS23180	isohexadecanoyl-Diacylglycerol kinase_c0		-4.5		(1)  cpd00002[c0] + (1)  cpd15706[c0] <=> (1)  cpd00008[c0] + (1)  cpd15682[c0]	(1)  ATP_c0[c0] + (1)  1,2-Diisohexadecanoyl-sn-glycerol_c0[c0] <=> (1)  ADP_c0[c0] + (1)  1,2-diisohexadecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn10258				
rxn08847_c0	>	Cytosol_0	(ASE33_RS27210 or ASE33_RS03955)	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)_c0		-336.2		(1)  cpd00001[c0] + (1)  cpd15345[c0] => (1)  cpd00067[c0] + (1)  cpd02090[c0] + (1)  cpd15298[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoglycerol tetradec-7-enoyl_c0[c0] => (1)  H+_c0[c0] + (1)  Glycerophosphoglycerol_c0[c0] + (1)  tetradecenoate_c0[c0]	rxn08847	LPLIPAL2G141			
rxn00868_c0	<	Cytosol_0	(ASE33_RS04260 or ASE33_RS04250 or ASE33_RS17820 or ASE33_RS21485 or ASE33_RS13310 or ASE33_RS05145 or ASE33_RS06100 or ASE33_RS07610)	Butanoyl-CoA:(acceptor) 2,3-oxidoreductase_c0		16.55		(1)  cpd00003[c0] + (1)  cpd00120[c0] <= (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00650[c0]	(1)  NAD_c0[c0] + (1)  Butyryl-CoA_c0[c0] <= (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Crotonyl-CoA_c0[c0]	rxn00868	ACOAD1	R01171	Butanoate metabolism	Energy-Metabolism|Fermentation
rxn05608_c0	>	Cytosol_0	ASE33_RS19675	ATP phosphohydrolase (disaccharide-importing)_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd01262[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd01262[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Amylotriose_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Amylotriose_c0[c0]	rxn05608	MALTTRabc			
rxn00670_c0	=	Cytosol_0	ASE33_RS09935	propanoyl-CoA:phosphate propanoyltransferase_c0		-5.84		(1)  cpd00009[c0] + (1)  cpd00086[c0] <=> (1)  cpd00010[c0] + (1)  cpd01844[c0]	(1)  Phosphate_c0[c0] + (1)  Propionyl-CoA_c0[c0] <=> (1)  CoA_c0[c0] + (1)  Propionyl phosphate_c0[c0]	rxn00670	PTA2	R00921	Propanoate metabolism	Alcohol-Degradation|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|THREOCAT-PWY|THREONINE-DEG
rxn01544_c0	<	Cytosol_0	(ASE33_RS21780 or ASE33_RS25810)	XMP:pyrophosphate phosphoribosyltransferase_c0		12.54		(1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00497[c0] <= (1)  cpd00103[c0] + (1)  cpd00309[c0]	(1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  XMP_c0[c0] <= (1)  PRPP_c0[c0] + (1)  XAN_c0[c0]	rxn01544	XPPT	R02142	Purine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotides-Salvage|SALVPURINE2-PWY
rxn00863_c0	>	Cytosol_0	ASE33_RS21760	L-histidinal:NAD+ oxidoreductase_c0		-9.8		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd01324[c0] => (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd00119[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  L-Histidinal_c0[c0] => (1)  NADH_c0[c0] + (2)  H+_c0[c0] + (1)  L-Histidine_c0[c0]	rxn00863		R01163	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn09113_c0	=	Cytosol_0	(ASE33_RS15675 or ASE33_RS25105)	Phosphatidylglycerol synthase (n-C18:0)_c0		614.42		(1)  cpd00080[c0] + (1)  cpd15421[c0] <=> (1)  cpd00046[c0] + (1)  cpd15547[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  CDP-1,2-dioctadecanoylglycerol_c0[c0] <=> (1)  CMP_c0[c0] + (1)  Phosphatidylglycerophosphate dioctadecanoyl_c0[c0]	rxn09113	PGSA180			
rxn00711_c0	<	Cytosol_0	((ASE33_RS21775 or ASE33_RS03570) and ASE33_RS03570)	UMP:diphosphate phospho-alpha-D-ribosyltransferase_c0		12.54		(1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00091[c0] <= (1)  cpd00092[c0] + (1)  cpd00103[c0]	(1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  UMP_c0[c0] <= (1)  Uracil_c0[c0] + (1)  PRPP_c0[c0]	rxn00711	FUR1	R00966	Pyrimidine metabolism	Biosynthesis|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PUR-NUC-SYN|PWY0-163|PYR-NUC-SYN|Purine-Nucleotides-Salvage|Pyrimidine-Nucleotide-Salvage
rxn05557_c0	>	Cytosol_0	ASE33_RS06705	iron (III) dicitrate transport via ABC system_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (2)  cpd00137[e0] + (1)  cpd10516[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (2)  cpd00137[c0] + (1)  cpd10516[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (2)  Citrate_e0[e0] + (1)  fe3_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (2)  Citrate_c0[c0] + (1)  fe3_c0[c0]	rxn05557	FEDCabc			
rxn10184_c0	=	Cytosol_0	(Unknown and (ASE33_RS19680 or ASE33_RS19725 or ASE33_RS21305) and Unknown and Unknown and Unknown)	D-sorbitol transport via PEP:Pyr PTS (periplasm)_c0		-9.11		(1)  cpd00061[c0] + (1)  cpd00588[e0] <=> (1)  cpd00020[c0] + (1)  cpd00804[c0]	(1)  Phosphoenolpyruvate_c0[c0] + (1)  Sorbitol_e0[e0] <=> (1)  Pyruvate_c0[c0] + (1)  Sorbitol 6-phosphate_c0[c0]	rxn10184	SBTpts			
rxn01270_c0	=	Cytosol_0	(ASE33_RS11185 or ASE33_RS18940 or ASE33_RS28305)	L-arogenate:2-oxoglutarate aminotransferase_c0	2.6.1.78	0.0		(1)  cpd00032[c0] + (1)  cpd00616[c0] <=> (1)  cpd00041[c0] + (1)  cpd00219[c0]	(1)  Oxaloacetate_c0[c0] + (1)  Pretyrosine_c0[c0] <=> (1)  L-Aspartate_c0[c0] + (1)  Prephenate_c0[c0]	rxn01270		R01731	Phenylalanine, tyrosine and tryptophan biosynthesis	
rxn08299_c0	=	Cytosol_0	ASE33_RS23180	diacylglycerol kinase (n-C18:0)_c0		208.0		(1)  cpd00002[c0] + (1)  cpd15311[c0] <=> (1)  cpd00008[c0] + (1)  cpd15526[c0]	(1)  ATP_c0[c0] + (1)  1,2-Diacyl-sn-glycerol dioctadecanoyl_c0[c0] <=> (1)  ADP_c0[c0] + (1)  1,2-dioctadecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn08299	DAGK180			
rxn08711_c0	=	Cytosol_0	ASE33_RS01675	RXN0-5061.c_c0		-1.7		(1)  cpd03831[c0] + (1)  cpd15485[c0] <=> (1)  cpd00008[c0] + (1)  cpd15484[c0]	(1)  ADP-L-glycero-D-manno-heptose_c0[c0] + (1)  heptosyl-kdo2-lipidA_c0[c0] <=> (1)  ADP_c0[c0] + (1)  heptosyl-heptosyl-kdo2-lipidA_c0[c0]	rxn08711	HEPT2			Biosynthesis|LIPA-CORESYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis
rxn05515_c0	>	Cytosol_0	(Unknown and Unknown and ASE33_RS09390)	ATP phosphohydrolase (vitamin B12-importing)_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00423[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00423[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Vitamin B12r_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Vitamin B12r_c0[c0]	rxn05515				
rxn00986_c0	<	Cytosol_0	(ASE33_RS15985 or ASE33_RS08885)	ATP:propanoate adenylyltransferase_c0		-11.13		(1)  cpd00002[c0] + (1)  cpd00141[c0] <= (1)  cpd00012[c0] + (1)  cpd03560[c0]	(1)  ATP_c0[c0] + (1)  Propionate_c0[c0] <= (1)  PPi_c0[c0] + (1)  Propionyladenylate_c0[c0]	rxn00986		R01354	Propanoate metabolism	
rxn10215_c0	>	Cytosol_0	(ASE33_RS13730 or ASE33_RS24930 or ASE33_RS25085 or ASE33_RS24085)	anteisoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0		-3.614		(1)  cpd11434[c0] + (1)  cpd15672[c0] => (1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd15678[c0]	(1)  fa12coa_c0[c0] + (1)  1-anteisoheptadecanoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  CoA_c0[c0] + (1)  H+_c0[c0] + (1)  1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn10215				
rxn01138_c0	=	Cytosol_0	ASE33_RS03940	Adenosine:phosphate alpha-D-ribosyltransferase_c0		-7.95		(1)  cpd00009[c0] + (1)  cpd00182[c0] <=> (1)  cpd00128[c0] + (1)  cpd00475[c0]	(1)  Phosphate_c0[c0] + (1)  Adenosine_c0[c0] <=> (1)  Adenine_c0[c0] + (1)  Ribose 1-phosphate_c0[c0]	rxn01138	PNP1_7	R01561	Purine metabolism	Adenine-Adenosine-Salvage|Biosynthesis|Degradation|Metabolic-Clusters|NUCLEO-DEG|Nucleotide-Biosynthesis|P1-PWY|P121-PWY|PUR-NUC-SYN|PWY0-1296|PYR-NUC-SYN|Purine-Degradation|Purine-Nucleotides-Salvage
rxn02402_c0	<	Cytosol_0	ASE33_RS21265	Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)_c0		10.92		(1)  cpd00011[c0] + (1)  cpd00012[c0] + (1)  cpd00873[c0] <= (1)  cpd00067[c0] + (1)  cpd00103[c0] + (1)  cpd02333[c0]	(1)  CO2_c0[c0] + (1)  PPi_c0[c0] + (1)  Nicotinate ribonucleotide_c0[c0] <= (1)  H+_c0[c0] + (1)  PRPP_c0[c0] + (1)  Quinolinate_c0[c0]	rxn02402	NNDPR	R03348	Nicotinate and nicotinamide metabolism	ALKALOIDS-SYN|Biosynthesis|Cofactor-Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|NAD-Metabolism|NAD-SYN|NADSYN-PWY|PWY0-781|PYRIDNUCSYN-PWY|PYRROLIDINE-ALKALOIDS|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn08291_c0	=	Cytosol_0	(ASE33_RS25780 or ASE33_RS03425)	D-Amino acid dehydrogenase_c0		-0.63		(1)  cpd00001[c0] + (1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd00117[c0] <=> (1)  cpd00013[c0] + (1)  cpd00020[c0] + (1)  cpd00982[c0]	(1)  H2O_c0[c0] + (1)  FAD_c0[c0] + (1)  H+_c0[c0] + (1)  D-Alanine_c0[c0] <=> (1)  NH3_c0[c0] + (1)  Pyruvate_c0[c0] + (1)  FADH2_c0[c0]	rxn08291	DAAD			
rxn00010_c0	>	Cytosol_0	ASE33_RS18220	glyoxylate carboxy-lyase (dimerizing; tartronate-semialdehyde-forming)_c0	4.1.1.47	-10.57		(2)  cpd00040[c0] + (1)  cpd00067[c0] => (1)  cpd00011[c0] + (1)  cpd00843[c0]	(2)  Glyoxalate_c0[c0] + (1)  H+_c0[c0] => (1)  CO2_c0[c0] + (1)  Tartronate semialdehyde_c0[c0]	rxn00010	GLXCBL	R00013	Glyoxylate and dicarboxylate metabolism	Alcohol-Degradation|CARBOXYLATES-DEG|Degradation|GLYCOL-GLYOXDEG-PWY|GLYCOLATEMET-PWY|Glycolate-Degradation
